build,iter,rps,server_cpu_pct
q5-pre-off,1,14519.85,98.019375
q5-pre-off,2,14941.94,97.3
q5-pre-off,3,14833.24,96.91375000000001
q5-pre-on,1,14866.95,97.915625
q5-pre-on,2,14829.53,97.8475
q5-pre-on,3,14946.94,97.59625
